2023-12-21 12:02:43,179 INFO    StreamThr :12665 [internal.py:wandb_internal():86] W&B internal server running at pid: 12665, started at: 2023-12-21 12:02:43.179022
2023-12-21 12:02:43,181 DEBUG   HandlerThread:12665 [handler.py:handle_request():146] handle_request: status
2023-12-21 12:02:43,182 INFO    WriterThread:12665 [datastore.py:open_for_write():85] open: /Users/hugoderohanwillner/Documents/MSc AI/Lab Project/ADR_Mission_Planning/ADR_mission_planning/wandb/run-20231221_120243-bhqlh3so/run-bhqlh3so.wandb
2023-12-21 12:02:43,184 DEBUG   SenderThread:12665 [sender.py:send():382] send: header
2023-12-21 12:02:43,192 DEBUG   SenderThread:12665 [sender.py:send():382] send: run
2023-12-21 12:02:43,668 INFO    SenderThread:12665 [dir_watcher.py:__init__():211] watching files in: /Users/hugoderohanwillner/Documents/MSc AI/Lab Project/ADR_Mission_Planning/ADR_mission_planning/wandb/run-20231221_120243-bhqlh3so/files
2023-12-21 12:02:43,668 INFO    SenderThread:12665 [sender.py:_start_run_threads():1136] run started: bhqlh3so with start time 1703156563.179375
2023-12-21 12:02:43,675 DEBUG   HandlerThread:12665 [handler.py:handle_request():146] handle_request: check_version
2023-12-21 12:02:43,675 DEBUG   SenderThread:12665 [sender.py:send_request():409] send_request: check_version
2023-12-21 12:02:43,784 DEBUG   HandlerThread:12665 [handler.py:handle_request():146] handle_request: run_start
2023-12-21 12:02:43,785 DEBUG   HandlerThread:12665 [system_info.py:__init__():32] System info init
2023-12-21 12:02:43,785 DEBUG   HandlerThread:12665 [system_info.py:__init__():47] System info init done
2023-12-21 12:02:43,785 INFO    HandlerThread:12665 [system_monitor.py:start():194] Starting system monitor
2023-12-21 12:02:43,785 INFO    SystemMonitor:12665 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-21 12:02:43,786 INFO    SystemMonitor:12665 [interfaces.py:start():190] Started cpu monitoring
2023-12-21 12:02:43,786 INFO    SystemMonitor:12665 [interfaces.py:start():190] Started disk monitoring
2023-12-21 12:02:43,786 INFO    HandlerThread:12665 [system_monitor.py:probe():214] Collecting system info
2023-12-21 12:02:43,787 INFO    SystemMonitor:12665 [interfaces.py:start():190] Started gpuapple monitoring
2023-12-21 12:02:43,787 DEBUG   HandlerThread:12665 [system_info.py:probe():196] Probing system
2023-12-21 12:02:43,787 INFO    SystemMonitor:12665 [interfaces.py:start():190] Started memory monitoring
2023-12-21 12:02:43,789 INFO    SystemMonitor:12665 [interfaces.py:start():190] Started network monitoring
2023-12-21 12:02:43,794 DEBUG   HandlerThread:12665 [system_info.py:_probe_git():181] Probing git
2023-12-21 12:02:43,806 DEBUG   HandlerThread:12665 [system_info.py:_probe_git():189] Probing git done
2023-12-21 12:02:43,807 DEBUG   HandlerThread:12665 [system_info.py:probe():244] Probing system done
2023-12-21 12:02:43,807 DEBUG   HandlerThread:12665 [system_monitor.py:probe():223] {'os': 'macOS-12.5.1-arm64-arm-64bit', 'python': '3.8.18', 'heartbeatAt': '2023-12-21T11:02:43.787593', 'startedAt': '2023-12-21T11:02:43.175826', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'Complete.py', 'codePathLocal': 'Complete.py', 'codePath': 'Complete.py', 'git': {'remote': 'https://github.com/pnikitits/ADR_mission_planning.git', 'commit': '3351deac89b44d3800b7d08e6d32ecdd6e7d118b'}, 'email': 'hugoderohanwillner@gmail.com', 'root': '/Users/hugoderohanwillner/Documents/MSc AI/Lab Project/ADR_Mission_Planning/ADR_mission_planning', 'host': 'Hugos-MBP.numericable.fr', 'username': 'hugoderohanwillner', 'executable': '/Users/hugoderohanwillner/anaconda3/envs/Instadeep/bin/Python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 158.82766723632812}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-12-21 12:02:43,807 INFO    HandlerThread:12665 [system_monitor.py:probe():224] Finished collecting system info
2023-12-21 12:02:43,807 INFO    HandlerThread:12665 [system_monitor.py:probe():227] Publishing system info
2023-12-21 12:02:43,807 DEBUG   HandlerThread:12665 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-12-21 12:02:43,807 DEBUG   HandlerThread:12665 [system_info.py:_save_pip():68] Saving pip packages done
2023-12-21 12:02:43,807 DEBUG   HandlerThread:12665 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-12-21 12:02:44,673 INFO    Thread-12 :12665 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/hugoderohanwillner/Documents/MSc AI/Lab Project/ADR_Mission_Planning/ADR_mission_planning/wandb/run-20231221_120243-bhqlh3so/files/requirements.txt
2023-12-21 12:02:44,673 INFO    Thread-12 :12665 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/hugoderohanwillner/Documents/MSc AI/Lab Project/ADR_Mission_Planning/ADR_mission_planning/wandb/run-20231221_120243-bhqlh3so/files/conda-environment.yaml
2023-12-21 12:02:45,555 DEBUG   HandlerThread:12665 [system_info.py:_save_conda():87] Saving conda packages done
2023-12-21 12:02:45,556 INFO    HandlerThread:12665 [system_monitor.py:probe():229] Finished publishing system info
2023-12-21 12:02:45,558 DEBUG   SenderThread:12665 [sender.py:send():382] send: exit
2023-12-21 12:02:45,558 INFO    SenderThread:12665 [sender.py:send_exit():589] handling exit code: 255
